,SJHBBBM4X52,SJHBBBM4JQZ,SJHBBBM5SGJ,SJHBBBM5TXY,SJHBBBM2GV5,SJHBBBM39BT,SJHBBBM67H6,SJHBBBM2BBR,SJHBBBN9RBJ,SJHBBBM4PX3,SJHBBBN9RDM,SJHBBBN9R9H,SJHBBBM588V,SJHBBBN9RFN,SJHBBBM55F5,SJHBBBM5GW9,SJHBBBM5PY5,SJHBBBM52XR,SJHBBBM5YWS
ENSG00000269307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160117,863,725,576,486,2313,911,912,4446,392,1170,511,1011,306,2378,994,777,518,1716,330
ENSG00000127220,737,823,411,464,2100,911,910,2058,317,575,361,535,403,422,473,1198,365,346,72
ENSG00000130312,729,870,622,280,1709,963,480,2302,408,847,387,604,304,659,567,1078,288,735,239
ENSG00000130311,1956,2397,2050,2644,4437,2191,2902,3812,1976,1479,3109,2171,628,939,975,2079,1401,3266,2409
ENSG00000074855,1501,1281,527,1500,3874,2410,7103,6209,2364,1961,2701,2908,1255,2084,1189,2266,1973,1341,526
ENSG00000130299,1753,1678,2283,1483,3527,2301,1702,3355,1004,1152,1025,1207,543,1092,989,1644,766,2008,997
ENSG00000130300,84,176,75,162,393,359,5032,17844,3102,1719,3867,3336,1426,4115,1646,903,4327,131,38
ENSG00000269720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130303,3875,3002,5408,2938,17222,3125,4928,5727,2840,2767,2315,3037,1048,2621,1359,2350,1196,4583,2560
ENSG00000141971,906,1112,1721,1117,3097,1391,1843,2879,985,957,1096,1179,618,838,446,1189,523,1470,401
ENSG00000188051,0,9,4,0,1,0,12,54,1,1,2,8,15,28,18,10,9,6,1
ENSG00000269035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171773,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130304,1912,1416,1968,1040,3312,1514,2014,2165,1065,387,708,1228,511,996,732,913,610,1147,649
ENSG00000130313,2798,3670,3814,2315,8330,3570,2865,4691,2125,1757,1095,1669,846,1615,958,2161,863,2554,838
ENSG00000167483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130309,6690,7825,6956,8721,19579,8539,28195,23732,12717,6516,12154,9626,5421,5101,5432,7834,9828,20380,5543
ENSG00000130477,21,13,29,12932,1883,132,5,21,5,2,1,0,3,0,0,7,4,21,0
ENSG00000130479,1644,2507,1779,857,4791,2462,4578,7132,4183,1919,3024,1563,870,1350,1433,2621,1374,1755,1875
ENSG00000130475,852,2655,290,1083,580,1599,4279,6207,2486,2102,1194,2304,994,1280,1089,2738,1291,3782,723
ENSG00000179913,0,1,8,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0
ENSG00000248099,45,33,23,59,98,40,194,239,39,46,245,55,39,54,37,55,102,59,5
ENSG00000105639,6124,4090,3948,4584,14681,3610,10879,19378,3216,3917,7199,3665,3949,2048,3301,5214,3489,4636,176
ENSG00000105641,15,19,27,23,17,8,7,4,0,0,10,17,1,8,2,6,6,6,4
ENSG00000007080,1176,986,1059,927,3529,1163,1937,3029,1076,1154,963,1549,632,1226,734,1496,803,1800,693
ENSG00000105642,12810,12871,19550,10537,31654,12821,245,104,3,7,15,7,235,55,65,516,18,3,0
ENSG00000105643,14614,16677,12955,10549,27498,13861,20143,11885,7503,2980,14144,15956,4726,12124,5373,16239,5622,11690,6916
ENSG00000096996,1013,321,557,370,440,229,336,617,358,335,244,280,153,160,140,605,182,716,352
ENSG00000099308,4235,2132,3893,1671,6387,2314,4372,8876,1926,2136,3354,3497,1475,1670,1540,3346,3359,1238,1918
ENSG00000268173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105647,6,5,1,6,4,5,5,5,2,2,2,3,0,3,1,3,2,6,1
ENSG00000216490,27,14,39,4,43,11,11,25,17,14,20,35,4,27,21,31,11,24,20
ENSG00000254858,219,249,313,93,699,324,64,605,79,225,83,141,57,183,144,267,51,168,78
ENSG00000105649,83,61,60,30,63,44,46,92,15,25,27,39,14,45,57,56,17,38,22
ENSG00000285188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105650,17,3,1,23,2,3,149,9,17,2,135,23,11,3,2,5,15,5,16
ENSG00000284797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000130522,17312,10941,8876,40483,16314,5305,50084,9933,27364,4963,36918,41776,9307,31392,6119,11414,21647,23021,31621
ENSG00000130520,1832,2117,1231,1697,6142,2753,3693,6619,1960,1997,1344,2204,1080,1697,1560,2611,1430,3145,1331
ENSG00000130517,983,1807,326,258,312,879,1906,1848,801,732,1041,1411,601,778,525,546,1095,2387,1218
ENSG00000130513,21,0,1,0,23,4,20,1,4,1,6,12,2,11,1,2,7,7,15
ENSG00000175489,118,66,44,4,18,42,20,404,3,29,25,106,42,132,45,263,35,65,17
ENSG00000130511,1753,1089,900,618,2748,1082,1604,1852,525,523,643,1230,712,1059,377,976,614,5436,1459
ENSG00000105655,545,647,1040,850,1229,569,1114,550,691,164,938,632,228,414,116,185,364,4133,1295
ENSG00000105656,1034,1260,1276,871,2369,1296,2098,1937,971,601,1024,1297,294,836,330,998,642,1242,2259
ENSG00000105701,11915,10818,9875,9009,22357,11245,13314,19336,7220,5413,8387,11850,4636,11539,4611,7911,8663,14657,3644
ENSG00000105700,3459,3846,3464,3262,9333,3694,3108,6202,2298,2230,2038,2938,1266,2440,1594,3353,1592,3603,1427
ENSG00000221983,17271,16427,11672,16487,56564,23257,22066,29902,21110,10261,16016,21259,7471,20642,7160,15311,11713,35283,16823
ENSG00000006016,1,3,1,5,0,1,1,3,0,0,0,0,0,1,0,0,1,3,3
ENSG00000006015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105696,0,4,3,9,4,0,8,1,1,1,1,2,2,1,2,7,3,6,10
ENSG00000167487,457,388,465,685,740,493,758,763,428,292,514,503,139,264,153,341,227,500,485
ENSG00000105662,2325,2249,1812,1454,4507,2185,2813,5367,659,1034,1153,901,964,649,874,2361,664,1818,494
ENSG00000105664,0,1,0,0,0,0,2,0,6,0,1,1,0,2,0,0,1,4,6
ENSG00000005007,5048,5925,5164,5496,14588,7132,7155,9512,3778,2705,5766,5408,1760,2973,1642,4559,2969,7068,7737
ENSG00000130283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223802,23,4,4,42,9,19,3,9,0,0,0,1,1,1,1,3,1,0,1
ENSG00000105669,3587,3353,3031,5336,9540,3718,5409,5569,2783,1900,3639,3723,1362,2950,1343,3431,2422,4342,2318
ENSG00000268193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105671,2031,1689,1759,2394,5231,1997,2690,4042,1803,1306,1654,2218,795,1837,1077,1859,1189,3556,1829
ENSG00000051128,102,150,43,92,347,159,141,168,124,18,17,120,34,201,48,38,41,23,7
ENSG00000064607,23452,25297,27334,33374,45639,27153,43039,52093,18543,13933,26372,21805,11574,12450,12589,20339,20182,26880,12965
ENSG00000105676,1676,1561,1759,671,6112,2121,1128,3984,594,1001,487,1054,485,1062,706,1606,465,1649,441
ENSG00000181035,1824,1463,1531,2482,3489,1304,3062,3228,1222,967,1661,1263,629,1170,730,2196,1069,2674,494
ENSG00000064545,949,740,786,687,2434,1049,780,1994,428,556,442,755,453,650,518,1070,417,1170,332
ENSG00000213999,38,13,14,8,50,17,14,27,4,9,6,8,4,8,7,24,5,13,1
ENSG00000064489,7,7,5,1,5,7,3,10,1,3,1,0,0,3,0,3,1,0,0
ENSG00000254901,948,692,1065,339,2104,1066,351,1152,307,407,155,184,123,217,210,663,135,405,72
ENSG00000064490,2187,2422,2499,1344,6193,2456,1650,3846,975,1265,768,1467,711,1220,899,1653,661,1926,498
ENSG00000184162,481,685,609,384,1727,1006,182,1526,154,357,153,242,117,273,381,381,125,368,93
ENSG00000130287,0,0,1,2,2,4,2,1,2,0,0,1,0,0,0,1,0,0,0
ENSG00000187664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105705,2166,2445,2166,1866,6500,2974,1727,4629,1002,1373,1561,1638,759,1202,946,2249,861,1822,598
ENSG00000129933,8084,8077,7479,6253,18987,8693,8623,13894,4042,3846,5425,6212,2261,4210,2975,6830,3601,6525,2351
ENSG00000167491,4611,5341,5303,4844,10511,4688,5131,9576,2654,2144,2965,3629,1275,2121,1889,3802,1951,3112,3443
ENSG00000178093,165,212,158,171,476,244,110,232,37,87,67,95,42,55,38,178,49,110,25
ENSG00000186010,276,276,425,246,979,404,228,808,106,337,333,111,92,62,99,192,146,200,134
ENSG00000258674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250067,1249,1266,1856,756,4253,1665,816,2469,300,1434,847,274,321,251,359,714,400,644,334
ENSG00000160161,18,4,18,78,26,14,80,17,46,4,70,28,24,9,3,6,14,66,69
ENSG00000105717,189,187,165,322,396,400,156,200,30,10,91,98,51,163,7,63,31,39,9
ENSG00000064547,1569,1603,1358,2657,4981,1772,3886,2979,1340,1522,3811,1378,1299,1468,556,1465,1399,1784,414
ENSG00000089639,4408,5690,4406,4318,10297,5573,6573,7645,2386,3113,4740,2934,2268,2458,1852,5228,2194,4026,1047
ENSG00000105726,5834,5070,5769,4871,16287,7820,4858,11778,2745,3292,2801,4153,1646,3313,2301,5460,2060,7650,1511
ENSG00000181896,3565,1408,1905,2296,2966,3060,1687,2565,627,733,1490,778,475,505,598,1037,755,1094,255
ENSG00000105708,1438,507,793,2294,511,494,2298,471,874,212,2396,1291,284,631,218,260,1034,1376,266
ENSG00000081665,2455,2133,1909,1527,4298,2859,1859,3901,672,916,1733,1365,533,581,625,1420,1169,1389,568
ENSG00000256771,1162,1372,993,1118,1837,1829,1243,2649,273,674,928,681,379,235,660,795,701,890,167
ENSG00000184635,472,487,472,510,780,832,612,1739,240,509,436,261,200,152,418,517,356,281,137
ENSG00000197124,885,617,495,894,817,918,1145,2245,250,379,608,429,212,183,438,404,477,469,258
ENSG00000213988,798,538,23,832,1368,1412,1007,3058,161,411,448,289,358,219,658,312,501,69,0
ENSG00000256229,1091,1345,846,1043,2720,2242,977,3118,390,372,1208,461,366,276,528,907,766,431,103
ENSG00000237440,2040,2507,1631,1326,4676,2525,1406,3642,413,1393,919,708,442,392,669,1263,711,1067,169
ENSG00000188171,840,697,722,420,1562,1182,389,2174,80,530,215,146,144,80,319,76,163,100,24
ENSG00000160229,611,459,465,371,505,387,740,918,191,185,289,239,123,196,172,316,276,267,94
ENSG00000105750,1507,1759,1286,1109,1499,1939,1425,3173,560,963,833,612,485,331,1041,847,765,778,300
ENSG00000118620,1920,2165,2093,3152,2382,2043,3053,2773,1109,1135,4392,2205,683,716,850,1446,2121,1550,1423
ENSG00000160352,1988,1460,1080,3774,2516,1593,1943,6947,636,119,2906,2293,1121,363,1578,1278,1982,812,549
ENSG00000196705,4332,3630,3805,4079,5034,4024,4557,6891,1835,1808,4035,2290,1239,1004,1587,1962,2461,2477,1484
ENSG00000182141,1536,1687,1408,1844,1240,1422,2324,2066,763,791,2318,1227,495,473,701,817,1266,951,475
ENSG00000172687,2078,1760,2560,2847,4299,2294,3390,1977,1188,752,1859,1263,570,735,591,766,1863,1571,647
ENSG00000196268,2858,2328,2376,1385,2307,2755,2418,4170,572,1471,1403,854,482,392,880,1088,957,1259,413
ENSG00000269237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197013,616,841,834,448,680,935,620,1653,109,467,375,271,220,184,460,438,281,293,84
ENSG00000197020,1395,2055,2086,1787,2557,2568,2427,4367,702,1416,2744,1130,498,373,1006,1261,1190,925,535
ENSG00000198521,3632,4568,3470,6977,4648,4867,5514,7077,1851,2126,4760,3086,1114,995,1439,1513,3128,1375,1400
ENSG00000160321,6,2,7,0,1,3,11,2130,0,0,7,8,21,5,2,39,12,1,0
ENSG00000197134,519,325,179,25,588,664,484,1473,34,399,323,162,167,156,1,227,160,147,37
ENSG00000196109,0,0,0,0,0,1,4,3,5,0,3,2,0,0,0,0,0,0,0
ENSG00000196350,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
ENSG00000197360,78,5,0,413,17,1,14,2,1,1,4,2,4,1,0,4,34,1,0
ENSG00000229676,203,249,107,1037,211,372,918,751,245,301,830,340,135,140,245,236,596,110,40
ENSG00000213973,115,66,3,0,136,269,82,1198,0,0,1,65,41,0,0,90,48,6,0
ENSG00000268696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269067,2,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0
ENSG00000183850,515,321,248,529,532,731,408,1081,134,339,268,88,145,61,274,102,193,61,20
ENSG00000196081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167232,4596,5301,3967,2698,7357,3899,2374,5584,556,1523,1653,1145,597,381,824,1554,1044,1070,451
ENSG00000197372,4489,4704,3786,4295,6118,4057,3235,2756,1295,1132,3451,1782,549,692,797,1268,1535,1088,390
ENSG00000196172,1459,2484,1520,1021,2087,2397,633,2610,327,858,523,331,269,336,533,351,453,404,60
ENSG00000213967,1928,1302,1166,1179,2738,2115,3332,3877,978,930,1698,904,585,276,770,740,1586,1044,220
ENSG00000213096,3107,2740,2804,4200,2861,2603,3762,2856,1646,1205,3061,1937,628,639,727,926,1450,1809,747
ENSG00000169021,3100,2793,3065,6742,5904,3161,4696,4754,3947,2151,4517,4715,1476,3449,1465,2797,3281,5177,2425
ENSG00000187135,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000105171,942,1103,1117,808,2538,860,610,2029,290,742,687,596,266,521,590,1286,451,933,336
ENSG00000166289,225,54,34,128,85,32,103,64,32,37,48,56,2,56,11,108,35,31,22
ENSG00000131943,1491,1680,2236,675,2788,1091,646,2463,266,746,372,314,205,208,520,1269,266,403,156
ENSG00000105173,451,389,937,1085,662,330,1285,784,523,281,482,709,230,1328,214,263,381,1077,495
ENSG00000105176,3440,3588,3699,3553,4693,2435,3594,6712,1911,1734,2198,2831,1230,1563,1545,2403,1656,2522,1419
ENSG00000198597,5,3,13,2,15,0,1,0,0,0,0,0,3,0,1,0,0,0,0
ENSG00000121297,1121,152,696,580,1778,231,91,1,0,2,2,3,387,1,150,975,1,2,59
ENSG00000168813,3169,3413,3324,3551,3403,2981,238,124,92,583,490,410,44,663,34,1736,150,2352,467
ENSG00000178904,3477,3679,5355,5200,3408,3901,147,50,24,530,655,1110,8,461,16,1184,52,2469,1259
ENSG00000105185,1286,1548,1606,1155,2456,1902,1498,3533,1226,1190,906,1095,498,767,789,1332,941,2371,555
ENSG00000105186,1332,2275,1541,1137,3393,1732,1319,4069,861,1101,1157,1327,522,789,979,1983,772,1418,563
ENSG00000186326,7,1,2,0,4,5,0,3,0,0,1,1,0,2,2,4,0,1,0
ENSG00000213965,116,62,23,63,33,16,42,22,137,8,31,570,89,228,287,59,84,490,126
ENSG00000173809,5,5,2,4,4,1,2,5,1,1,3,8,3,2,0,11,0,13,3
ENSG00000021488,49,51,35,60,103,58,17,66,2,12,17,7,10,5,5,2,1,44,11
ENSG00000121289,1152,1955,1265,742,4598,1552,724,2824,504,900,523,524,276,450,555,1361,315,851,228
ENSG00000131944,149,316,264,270,432,265,41,591,26,191,80,154,40,63,109,244,99,83,30
ENSG00000131941,129,110,133,57,21,45,12,78,10,38,24,17,4,15,10,20,29,3,0
ENSG00000076650,726,967,1059,603,2058,712,464,1901,274,568,324,435,277,430,387,701,294,702,145
ENSG00000166359,6,3,2,5,5,4,1,5,1,1,0,0,1,2,1,1,1,19,0
ENSG00000130881,36,246,152,2,189,405,805,3298,119,40,118,877,402,263,273,142,213,784,2
ENSG00000130876,2,14,2,39,8,13,1,1,0,0,1,1,0,1,0,1,0,1,1
ENSG00000245848,93,19,269,24,102,26,27,40,82,20,30,63,17,52,26,107,18,724,1958
ENSG00000153879,2265,3253,2903,5933,3205,1845,5006,5836,3698,2290,4367,3128,748,1482,2021,2797,2787,3679,3305
ENSG00000124299,1536,1332,1488,773,4510,1075,2129,3698,1278,1629,1150,1317,777,1392,868,2091,840,1140,410
ENSG00000124302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153885,3693,3106,3805,4528,15303,4164,8484,9640,6022,3233,4820,4318,1910,2576,2073,2171,2941,4368,1166
ENSG00000257103,8778,10465,11242,12269,16835,7229,9921,20361,7033,6791,10269,9354,3550,4410,5132,8167,7205,7971,5097
ENSG00000166398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000105220,3378,3043,5045,1311,9853,3926,6388,9377,3649,3984,2812,3577,1633,3929,2460,3448,2069,5322,1775
ENSG00000266953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126249,58,63,112,47,174,35,44,276,49,84,38,78,37,58,57,102,39,118,18
ENSG00000126261,4876,6841,7094,5857,7294,6192,6332,14733,4576,6136,4852,5085,2628,2989,4052,6443,4063,5908,6144
ENSG00000142279,34,70,113,59,1835,68,78,201,19,46,31,19,16,13,33,45,12,58,24
ENSG00000205209,28,17,19,51,33,24,90,56,30,19,61,21,8,12,9,23,37,116,17
ENSG00000089335,3048,3385,3976,1718,5203,4724,1518,5966,1013,2181,1426,977,668,486,616,2060,1290,2450,496
ENSG00000197841,741,983,811,291,1320,1089,208,1611,127,558,169,154,107,151,316,1043,111,215,55
ENSG00000153896,466,421,382,120,807,595,198,877,119,219,150,230,71,143,21,307,148,288,32
ENSG00000168661,231,57,249,8,547,220,47,209,64,64,23,102,56,126,84,31,54,104,23
ENSG00000180884,1705,1108,2596,743,2333,974,612,2009,154,578,328,400,285,294,657,1048,229,753,100
ENSG00000089351,7626,8713,8983,9405,27046,9279,10176,17528,6417,4330,6212,7940,3116,5517,2845,5953,4442,8192,3417
ENSG00000105711,111,230,426,478,146,124,1063,4756,495,941,1295,1610,744,413,1199,730,921,345,171
ENSG00000105707,7,9,25,55,6,6,304,1561,14,207,909,439,281,44,132,72,332,25,3
ENSG00000285526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000089356,3,0,1,0,1,0,6,3,0,0,0,1,0,4,1,0,0,11,15
ENSG00000153902,47,138,92,256,180,57,964,490,151,45,419,254,117,21,122,113,195,1233,831
ENSG00000266964,0,0,0,3,1,0,0,0,0,0,1,2,1,0,0,0,1,0,1
ENSG00000221946,23,23,23,41,17,3,57,146,18,24,55,50,11,12,18,15,20,250,33
ENSG00000089327,4963,5978,8024,8561,16370,4455,18044,17928,10574,6058,15098,11354,4398,6671,4639,7002,7695,24576,14121
ENSG00000177558,0,0,0,1,0,1,2,3,0,0,2,0,1,0,0,0,0,0,0
ENSG00000105699,106,139,75,177,70,43,140,101,114,30,74,94,23,94,26,129,46,83,190
ENSG00000105698,7811,8592,8903,12153,20854,10493,21701,14895,7854,4427,9211,9878,4199,5937,2881,8658,5623,11009,5773
ENSG00000105697,36,82,23,363,23,17,93,41,66,8,63,35,5,7,16,29,54,114,56
ENSG00000105695,0,1,5,5,4,1,14,11,8,8,4,3,4,0,1,11,4,8,2
ENSG00000012124,21008,19813,34664,18246,40406,20077,25956,43482,10283,20275,35952,10076,4942,8117,9196,32791,5761,11548,17321
ENSG00000126266,608,283,1018,3213,275,176,11403,231,2548,476,20814,3025,883,1186,318,1217,1365,1432,8681
ENSG00000185897,0,2,3,6,5,1,19,2,10,1,53,5,1,3,4,7,5,3,29
ENSG00000126251,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1,2
ENSG00000126262,5,0,58,0,3,2,1,1,0,4,4,4,0,3,1,3,0,5,2
ENSG00000188508,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000161249,15,0,3,5,7,1,3,3,0,2,1,4,0,7,1,13,1,3,1
ENSG00000189001,5,2,14,5,0,2,8,7,1,1,13,3,1,0,4,1,1,0,1
ENSG00000105679,0,0,1,3,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0
ENSG00000105677,1308,1008,1203,1114,3533,1328,1431,2795,1205,977,752,1199,427,1008,668,1312,641,1885,650
ENSG00000105675,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000283758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249115,5239,3829,6460,6275,13418,6569,7618,8121,3171,3083,3249,2787,1963,2095,1801,2977,2821,3720,1755
ENSG00000126254,2381,2402,2605,2470,6653,2998,2705,5179,1402,2047,2057,2425,1015,2145,1206,2608,1293,2435,812
ENSG00000105672,25,8,19,27,46,11,50,36,25,12,32,20,12,22,15,21,25,27,15
ENSG00000126267,3283,3512,3187,3432,11463,4762,3377,5456,2958,2249,2156,2966,1263,3623,1345,2909,1798,5487,1550
ENSG00000105668,8,2,1,2,5,1,26,14,7,4,8,3,1,3,2,5,2,17,3
ENSG00000011590,59,31,15,22,33,37,11,33,4,5,14,28,1,15,5,55,12,14,2
ENSG00000272333,10668,10311,10857,9817,22992,9845,15353,16443,7221,4740,7642,7500,3134,5326,3539,8773,5174,10582,6044
ENSG00000126246,142,200,103,75,458,96,55,259,60,41,93,81,31,32,42,232,67,133,65
ENSG00000267120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161265,429,371,366,560,724,266,651,463,476,205,522,622,121,283,183,459,387,856,528
ENSG00000205155,249,294,312,204,598,347,147,351,105,104,71,93,34,109,82,150,64,193,56
ENSG00000188223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000267796,189,254,254,84,885,260,64,296,54,116,47,62,59,87,88,215,33,137,60
ENSG00000004776,12,4,9,4,35,3,4,8,0,0,0,1,0,4,3,1,0,48,1
ENSG00000167595,1430,1325,1606,1015,2754,1885,1162,2376,604,818,852,601,299,398,419,1148,398,814,459
ENSG00000004777,13015,12837,9031,14455,30848,17199,17136,18377,9595,4901,8934,9068,3615,4144,3338,7629,5734,12149,3241
ENSG00000250799,2789,165,97,293,22894,566,0,4,0,0,1,0,0,0,2,3,0,0,0
ENSG00000161270,3,3,4,2,10,1,12,6,0,0,9,2,1,1,0,2,2,3,2
ENSG00000126259,7,7,1,20,23,6,0,2,1,1,1,4,4,3,1,1,1,40,0
ENSG00000105290,24,4,1,42,27,13,3,10,1,2,4,1,1,1,3,4,0,34,0
ENSG00000167604,1036,890,1359,690,1818,682,7393,1740,3156,460,2171,3082,448,2040,920,1625,1548,2209,4056
ENSG00000126264,1819,1062,1030,936,1796,738,1189,2348,1458,595,1228,2381,658,858,933,1579,1050,2962,488
ENSG00000011600,564,164,96,133,148,61,219,852,110,58,104,623,88,211,197,583,170,506,41
ENSG00000126243,646,282,121,416,1925,740,463,1143,131,106,131,254,207,190,295,469,139,95,56
ENSG00000205138,272,382,338,96,1203,468,73,735,52,207,123,131,78,149,179,450,83,167,23
ENSG00000181392,261,129,285,163,357,158,125,215,79,156,84,68,75,69,53,128,60,63,10
ENSG00000239382,390,324,386,259,724,377,138,437,77,187,126,144,122,140,141,293,100,168,46
ENSG00000105270,638,203,1947,248,701,144,368,1359,125,388,250,234,193,89,324,525,403,127,17
ENSG00000161277,206,141,326,108,624,175,48,191,45,124,20,49,48,62,67,147,21,94,17
ENSG00000075702,1777,1569,1480,3687,5217,3161,6390,6107,3112,2907,2969,2650,1103,1589,1255,2420,2034,2413,2747
ENSG00000105261,7,5,5,22,21,6,32,20,5,6,13,8,4,0,4,3,9,7,3
ENSG00000105258,650,566,595,598,1943,789,668,1443,502,481,337,480,216,693,291,590,324,844,236
ENSG00000105254,3314,2790,4005,3748,11641,2910,3192,5128,2451,2349,2507,2878,1052,2159,1572,3094,1993,3322,1080
ENSG00000126247,7696,10053,9517,5209,18674,9008,11827,18329,7595,6020,6558,8694,3291,6664,5448,8045,5376,9252,3690
ENSG00000161281,1,0,1,0,0,3,3,11,0,0,0,0,0,9,0,0,4,4,1
ENSG00000196357,167,181,162,210,247,174,204,349,177,88,156,209,66,132,107,137,125,298,181
ENSG00000167635,5582,7742,9330,2732,12078,9401,2871,14662,1452,4450,2734,3022,1338,1314,3198,5598,2262,1845,889
ENSG00000142065,1266,1015,2308,672,2009,1289,802,2243,607,596,626,499,191,227,338,402,328,672,123
ENSG00000181007,863,678,827,734,1142,1070,950,1296,243,471,778,491,173,179,335,558,379,312,52
ENSG00000186017,665,405,1433,565,768,899,439,1300,281,543,345,328,171,115,434,455,246,307,108
ENSG00000254004,1450,1094,2148,1151,2280,2332,1108,3447,621,1129,941,925,314,360,750,1193,1020,848,244
ENSG00000186020,2866,1347,2314,2937,2355,2540,2771,3281,2228,1017,2729,2621,708,1294,743,865,1949,3091,1469
ENSG00000161298,1445,417,832,379,1909,1740,556,3101,242,740,388,283,245,203,641,189,365,265,17
ENSG00000197808,890,450,540,854,639,857,1685,1678,655,401,1246,790,263,280,337,353,745,638,123
ENSG00000189042,729,690,871,858,971,970,540,1211,495,469,992,595,187,243,312,722,557,393,131
ENSG00000267041,617,439,469,795,851,1431,1769,3956,619,472,576,468,252,332,471,523,858,1030,206
ENSG00000197863,385,348,510,86,532,540,149,832,53,200,82,99,62,88,164,230,65,142,18
ENSG00000251247,970,954,1096,518,1486,1235,636,1812,333,452,434,438,141,293,339,680,403,515,92
ENSG00000185869,437,140,372,614,573,632,867,1317,225,448,870,372,213,131,181,370,454,383,35
ENSG00000198453,1277,595,1009,514,2515,948,689,1805,311,378,381,481,286,306,177,356,364,302,17
ENSG00000197050,586,653,562,327,1100,773,654,1142,204,355,299,251,134,94,228,500,181,239,58
ENSG00000267360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196967,1394,1023,850,714,1968,1353,922,2861,511,842,631,732,379,363,488,915,624,774,171
ENSG00000245680,1651,1184,1653,657,2132,1681,942,3153,404,683,651,582,373,391,486,1108,519,890,59
ENSG00000188283,1184,1250,1235,907,1371,1374,1077,1960,474,579,879,758,290,386,368,846,591,795,245
ENSG00000181666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189164,548,382,465,309,715,537,592,848,374,371,435,479,232,241,284,491,293,494,126
ENSG00000196437,950,836,699,891,1036,1155,943,1864,532,640,835,570,265,304,484,662,614,394,135
ENSG00000171827,959,718,635,1056,995,888,1457,1136,873,404,1455,1041,314,462,347,551,958,1097,216
ENSG00000188227,2972,1433,1357,1187,4665,3355,2243,4790,931,1268,1006,998,534,518,765,548,1072,294,6
ENSG00000171817,73,78,86,27,89,116,75,164,42,43,28,36,13,40,42,98,15,30,17
ENSG00000180479,441,287,323,300,550,366,638,780,348,211,801,574,184,261,232,473,324,289,154
ENSG00000120784,1315,1344,1347,682,1066,1181,1631,1825,399,510,926,424,195,185,361,698,387,502,417
ENSG00000196381,306,170,207,26,453,331,25,276,31,106,18,14,30,11,27,20,17,15,4
ENSG00000267552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
