,length
ENSG00000162227,3095
ENSG00000168569,2265
ENSG00000185475,1504
ENSG00000162231,6194
ENSG00000162236,2881
ENSG00000283268,485
ENSG00000133316,4247
ENSG00000168003,6392
ENSG00000168539,3250
ENSG00000197901,2391
ENSG00000149452,8533
ENSG00000197658,2492
ENSG00000184999,3282
ENSG00000196600,3752
ENSG00000149742,2366
ENSG00000168004,3268
ENSG00000133317,2302
ENSG00000133321,1300
ENSG00000133328,738
ENSG00000176485,3080
ENSG00000184743,7600
ENSG00000133318,5792
ENSG00000188070,5948
ENSG00000168005,2737
ENSG00000072518,12010
ENSG00000167771,3049
ENSG00000110583,5312
ENSG00000176340,494
ENSG00000256100,559
ENSG00000167770,5336
ENSG00000133315,2096
ENSG00000126500,3949
ENSG00000168439,4601
ENSG00000149781,3071
ENSG00000149743,2210
ENSG00000149761,3721
ENSG00000110011,2807
ENSG00000173511,1970
ENSG00000173486,1390
ENSG00000286264,1655
ENSG00000173457,1658
ENSG00000149782,4957
ENSG00000002330,1708
ENSG00000173264,4042
ENSG00000182450,2632
ENSG00000219435,1109
ENSG00000173153,3101
ENSG00000173113,1100
ENSG00000126432,860
ENSG00000168071,8350
ENSG00000168065,5158
ENSG00000197891,3380
ENSG00000110076,10589
ENSG00000068831,6084
ENSG00000068976,4658
ENSG00000168066,5972
ENSG00000168067,7645
ENSG00000133895,4921
ENSG00000171219,6531
ENSG00000110047,7084
ENSG00000110046,7833
ENSG00000068971,3360
ENSG00000149735,931
ENSG00000168070,2324
ENSG00000168062,2815
ENSG00000213465,2037
ENSG00000273003,2392
ENSG00000110025,4884
ENSG00000168061,1772
ENSG00000168060,4048
ENSG00000146670,3901
ENSG00000162300,3120
ENSG00000187066,4197
ENSG00000149823,4880
ENSG00000149809,3408
ENSG00000174276,1299
ENSG00000149806,1548
ENSG00000162298,5495
ENSG00000149792,3080
ENSG00000204710,991
ENSG00000014216,7506
ENSG00000014138,5568
ENSG00000285816,4256
ENSG00000149798,2164
ENSG00000133884,8630
ENSG00000173825,2028
ENSG00000162241,7855
ENSG00000126391,4069
ENSG00000142186,4282
ENSG00000168056,10675
ENSG00000173465,1978
ENSG00000176973,1458
ENSG00000173442,6733
ENSG00000173338,1582
ENSG00000173327,10563
ENSG00000197136,7972
ENSG00000213445,4652
ENSG00000173039,5459
ENSG00000172977,3732
ENSG00000172922,4972
ENSG00000254470,6980
ENSG00000172818,3803
ENSG00000172757,5865
ENSG00000172803,3773
ENSG00000172732,5448
ENSG00000172638,5397
ENSG00000172543,1809
ENSG00000172500,3346
ENSG00000175602,963
ENSG00000175592,1887
ENSG00000175573,1704
ENSG00000175550,1722
ENSG00000175513,2062
ENSG00000175467,4593
ENSG00000175376,3327
ENSG00000175334,1496
ENSG00000175315,592
ENSG00000175294,2649
ENSG00000175229,3649
ENSG00000087365,9795
ENSG00000175115,9587
ENSG00000174996,5479
ENSG00000174903,1950
ENSG00000174871,2078
ENSG00000174851,2345
ENSG00000179292,2538
ENSG00000174807,2551
ENSG00000174791,5377
ENSG00000174744,2514
ENSG00000174684,2007
ENSG00000174669,2720
ENSG00000174576,3428
ENSG00000174547,2539
ENSG00000174516,3926
ENSG00000254986,3977
ENSG00000256349,3547
ENSG00000174483,6131
ENSG00000174165,6535
ENSG00000248746,3460
ENSG00000174080,4249
ENSG00000182791,2888
ENSG00000173992,2142
ENSG00000248643,2577
ENSG00000239306,6480
ENSG00000173933,6538
ENSG00000173914,4291
ENSG00000173898,12823
ENSG00000173715,3953
ENSG00000173653,3001
ENSG00000173599,7302
ENSG00000173621,3087
ENSG00000173237,1187
ENSG00000173227,11041
ENSG00000173156,1240
ENSG00000173120,10381
ENSG00000173020,6602
ENSG00000172932,5890
ENSG00000172830,3611
ENSG00000172613,4169
ENSG00000175482,3054
ENSG00000256514,711
ENSG00000175505,1836
ENSG00000172531,4073
ENSG00000175463,5033
ENSG00000172508,5670
ENSG00000213402,907
ENSG00000172725,5327
ENSG00000175514,1429
ENSG00000175544,5218
ENSG00000172663,5892
ENSG00000110711,1655
ENSG00000110697,6442
ENSG00000167797,2019
ENSG00000167791,1488
ENSG00000084207,1764
ENSG00000167792,5057
ENSG00000167799,1482
ENSG00000167800,1548
ENSG00000132744,1371
ENSG00000132746,3663
ENSG00000110057,3536
ENSG00000006534,6626
ENSG00000110717,4523
ENSG00000110719,4375
ENSG00000110721,3877
ENSG00000110066,8632
ENSG00000171067,3403
ENSG00000162337,6182
ENSG00000110075,8305
ENSG00000069482,1300
ENSG00000132749,5789
ENSG00000110090,6571
ENSG00000197345,2825
ENSG00000132740,9715
ENSG00000172938,966
ENSG00000172935,2719
ENSG00000162341,7253
ENSG00000287725,4622
ENSG00000284713,2900
ENSG00000172927,3747
ENSG00000110092,4761
ENSG00000149716,7872
ENSG00000162344,1821
ENSG00000075388,3165
ENSG00000186895,1607
ENSG00000131620,6021
ENSG00000168040,1708
ENSG00000131626,11714
ENSG00000085733,6949
ENSG00000162105,19338
ENSG00000172893,4121
ENSG00000172890,16263
ENSG00000244411,1403
ENSG00000241233,1185
ENSG00000254997,1189
ENSG00000204572,1173
ENSG00000204571,1522
ENSG00000214534,3442
ENSG00000184276,666
ENSG00000254469,7497
ENSG00000225805,213
ENSG00000137522,3250
ENSG00000137496,4251
ENSG00000137497,15224
ENSG00000284922,3830
ENSG00000184154,3541
ENSG00000149357,2688
ENSG00000284844,1209
ENSG00000110200,2883
ENSG00000110203,1396
ENSG00000110195,1601
ENSG00000165457,1416
ENSG00000165458,6574
ENSG00000165462,1784
ENSG00000162129,12428
ENSG00000186642,7182
ENSG00000186635,9061
ENSG00000214530,4076
ENSG00000168010,8519
ENSG00000137478,5245
ENSG00000175591,8953
ENSG00000171631,10778
ENSG00000110237,9921
ENSG00000054967,6187
ENSG00000054965,7887
ENSG00000021300,4933
ENSG00000175582,4896
ENSG00000175581,3830
ENSG00000181924,2159
ENSG00000175575,7922
ENSG00000187726,2767
ENSG00000175567,2768
ENSG00000175564,3338
ENSG00000168014,27209
ENSG00000214517,7749
ENSG00000149380,3990
ENSG00000165434,8782
ENSG00000175538,3599
ENSG00000175536,2371
ENSG00000077514,5501
ENSG00000054938,3176
ENSG00000166439,7842
ENSG00000166435,9086
ENSG00000118363,2984
ENSG00000162139,7212
ENSG00000171561,8795
ENSG00000137491,10277
ENSG00000261594,2931
ENSG00000137486,9888
ENSG00000149243,5203
ENSG00000158555,9905
ENSG00000149257,6281
ENSG00000171533,6351
ENSG00000166391,4120
ENSG00000062282,7904
ENSG00000198382,7346
ENSG00000085741,2371
ENSG00000137492,7888
ENSG00000179240,20110
ENSG00000158636,11783
ENSG00000137507,4459
ENSG00000182704,4013
ENSG00000078124,23102
ENSG00000198488,2626
ENSG00000149260,6137
ENSG00000254550,492
ENSG00000137474,10452
ENSG00000178795,3188
ENSG00000149269,6021
ENSG00000074201,4581
ENSG00000178301,2125
ENSG00000048649,15740
ENSG00000087884,1943
ENSG00000149262,6067
ENSG00000151364,1899
ENSG00000259112,826
ENSG00000151365,1174
ENSG00000151366,2302
ENSG00000159063,9465
ENSG00000188997,3968
ENSG00000118369,5754
ENSG00000033327,6775
ENSG00000137513,3146
ENSG00000149256,16414
ENSG00000182103,3925
ENSG00000137509,23408
ENSG00000165490,5339
ENSG00000137502,11832
ENSG00000165494,9951
ENSG00000137494,6751
ENSG00000137500,6561
ENSG00000150672,16709
ENSG00000171204,2416
ENSG00000171202,971
ENSG00000137504,7332
ENSG00000179071,2348
ENSG00000137501,11258
ENSG00000150676,2359
ENSG00000073921,6342
ENSG00000074266,6807
ENSG00000149196,3433
ENSG00000149201,4544
ENSG00000151376,3838
ENSG00000150687,11444
ENSG00000174804,7387
ENSG00000166575,10096
ENSG00000123892,1432
ENSG00000109861,24849
ENSG00000168959,8657
ENSG00000077498,2593
ENSG00000086991,6099
ENSG00000214414,1353
ENSG00000168930,2163
ENSG00000189253,2689
ENSG00000223417,2164
ENSG00000233802,1651
ENSG00000204450,1535
ENSG00000204449,2163
ENSG00000255009,1182
ENSG00000077616,7168
ENSG00000110172,11099
ENSG00000165323,19640
ENSG00000134640,2025
ENSG00000180773,9709
ENSG00000165325,4227
ENSG00000166002,1106
ENSG00000166004,9452
ENSG00000166012,7970
ENSG00000182919,6269
ENSG00000284057,2993
ENSG00000042429,16610
ENSG00000214376,3936
ENSG00000181333,5809
ENSG00000110218,2852
ENSG00000183560,827
ENSG00000123901,4277
ENSG00000020922,7674
ENSG00000168876,3171
ENSG00000257057,672
ENSG00000134627,4498
ENSG00000196371,6059
ENSG00000166025,10030
ENSG00000150316,2734
ENSG00000186280,2951
ENSG00000235268,2339
ENSG00000255855,1917
ENSG00000263465,4307
ENSG00000149218,4651
ENSG00000149212,10578
ENSG00000077458,6031
ENSG00000166037,7101
ENSG00000087053,13952
ENSG00000184384,7124
ENSG00000149231,21886
ENSG00000183340,3815
ENSG00000149972,9107
ENSG00000165895,9313
ENSG00000082175,14693
ENSG00000137672,5616
ENSG00000187151,2368
ENSG00000110318,8200
ENSG00000137691,2647
ENSG00000137693,6311
ENSG00000023445,7518
ENSG00000110330,4532
ENSG00000152558,4442
ENSG00000137673,2320
ENSG00000137674,2554
ENSG00000137675,1876
ENSG00000118113,3437
ENSG00000166670,1759
ENSG00000196611,2738
ENSG00000149968,1854
ENSG00000262406,1822
ENSG00000137745,2832
ENSG00000137692,13069
ENSG00000187240,15012
ENSG00000170962,4263
ENSG00000170967,2557
ENSG00000196954,6665
ENSG00000137757,1592
ENSG00000137752,3698
ENSG00000255501,2280
ENSG00000152578,10083
ENSG00000170903,5108
ENSG00000182359,5210
ENSG00000149313,6003
ENSG00000152402,16306
ENSG00000152404,3581
ENSG00000137760,4501
ENSG00000110675,5856
ENSG00000170290,906
ENSG00000110660,3483
ENSG00000179331,1885
ENSG00000166266,6562
ENSG00000075239,5869
ENSG00000149308,7530
ENSG00000149311,23695
ENSG00000166323,3769
ENSG00000178202,4938
ENSG00000110723,10944
ENSG00000178105,8606
ENSG00000185742,5867
ENSG00000137710,8518
ENSG00000149289,9688
ENSG00000137714,3144
ENSG00000137727,7125
ENSG00000150750,1343
ENSG00000214290,2059
ENSG00000110777,6996
ENSG00000137707,1801
ENSG00000183644,3280
ENSG00000204381,3144
ENSG00000170145,9740
ENSG00000137713,6686
ENSG00000086848,8070
ENSG00000258529,3346
ENSG00000255561,3551
ENSG00000137720,3514
ENSG00000109846,4388
ENSG00000170276,843
ENSG00000254445,2058
ENSG00000149300,1799
ENSG00000150764,8438
ENSG00000150768,7550
ENSG00000150773,3269
ENSG00000150776,5755
ENSG00000150779,1166
ENSG00000204370,2790
ENSG00000255292,1020
ENSG00000150782,2605
ENSG00000150783,1152
ENSG00000197580,6763
ENSG00000150787,3128
ENSG00000188771,1541
ENSG00000149294,12737
ENSG00000149292,5247
ENSG00000170209,2608
ENSG00000149295,4117
ENSG00000166682,2665
ENSG00000086827,2916
ENSG00000228607,754
ENSG00000048028,5719
ENSG00000149305,4827
ENSG00000166736,2772
ENSG00000109906,12343
ENSG00000166741,2596
ENSG00000180425,2203
ENSG00000076053,7885
ENSG00000255663,729
ENSG00000076043,3650
ENSG00000095110,4387
ENSG00000137634,2187
ENSG00000204361,1868
ENSG00000182985,10975
ENSG00000137656,2195
ENSG00000109917,7058
ENSG00000110243,2019
ENSG00000110244,1471
ENSG00000110245,851
ENSG00000118137,1096
ENSG00000160584,10920
ENSG00000168092,7084
ENSG00000149577,9058
ENSG00000149591,6550
ENSG00000160613,22207
ENSG00000167257,4407
ENSG00000186318,8714
ENSG00000110274,12896
ENSG00000177103,7036
ENSG00000137731,5608
ENSG00000255245,782
ENSG00000137726,4986
ENSG00000137747,5369
ENSG00000110324,8080
ENSG00000255274,3769
ENSG00000137648,9948
ENSG00000177098,5649
ENSG00000149575,5353
ENSG00000160593,8602
ENSG00000160588,3983
ENSG00000149573,4740
ENSG00000198851,2659
ENSG00000167286,769
ENSG00000160654,3836
ENSG00000110344,6561
ENSG00000285827,6447
ENSG00000167283,2926
ENSG00000118058,31279
ENSG00000172425,1009
ENSG00000149582,5529
ENSG00000118096,3773
ENSG00000095139,4177
ENSG00000019144,21715
ENSG00000118094,3182
ENSG00000110367,11462
ENSG00000160683,4293
ENSG00000186174,10470
ENSG00000110375,1124
ENSG00000176302,1228
ENSG00000186166,5111
ENSG00000196655,4809
ENSG00000137700,6186
ENSG00000149428,7723
ENSG00000160695,5775
ENSG00000256269,4447
ENSG00000188486,1614
ENSG00000172269,5280
ENSG00000172375,9216
ENSG00000172273,9858
ENSG00000172350,6231
ENSG00000160703,5320
ENSG00000172367,3827
ENSG00000248712,2556
ENSG00000110395,11718
ENSG00000076706,7422
ENSG00000173456,2783
ENSG00000235718,4096
ENSG00000223953,1537
ENSG00000036672,4523
ENSG00000154096,6900
ENSG00000110400,7817
ENSG00000137699,10040
ENSG00000184232,2913
ENSG00000137709,6700
ENSG00000181264,4305
ENSG00000196914,24906
ENSG00000149403,7474
ENSG00000154114,7020
ENSG00000285509,2888
ENSG00000109927,8310
ENSG00000109929,10054
ENSG00000137642,19408
ENSG00000259571,876
ENSG00000154127,8964
ENSG00000109943,2679
ENSG00000109944,8589
ENSG00000188909,944
ENSG00000109971,4849
ENSG00000166250,5057
ENSG00000023171,14944
ENSG00000166257,10020
ENSG00000166261,5071
ENSG00000221931,1058
ENSG00000196099,1053
ENSG00000204300,1141
ENSG00000181518,3175
ENSG00000171014,1095
ENSG00000181499,1089
ENSG00000196248,1121
ENSG00000198674,999
ENSG00000254737,3623
ENSG00000236981,936
ENSG00000234560,1115
ENSG00000182634,3449
ENSG00000110002,6361
ENSG00000197309,3774
ENSG00000197849,5055
ENSG00000255298,1674
ENSG00000196341,8507
ENSG00000279116,1051
ENSG00000284680,1093
ENSG00000284609,2170
ENSG00000280090,990
ENSG00000197125,3971
ENSG00000170953,2147
ENSG00000196119,6088
ENSG00000154143,1729
ENSG00000154144,7155
ENSG00000110013,8079
ENSG00000064199,5159
ENSG00000154146,1213
ENSG00000019102,1447
ENSG00000149564,2920
ENSG00000120458,4534
ENSG00000154134,6981
ENSG00000154133,6620
ENSG00000165478,3817
ENSG00000221932,1434
ENSG00000149548,4823
ENSG00000134955,6340
ENSG00000150433,5424
ENSG00000165495,6538
ENSG00000149557,9324
ENSG00000149547,3491
ENSG00000134910,7369
ENSG00000149554,5098
ENSG00000134940,1963
ENSG00000171053,2362
ENSG00000196844,1666
ENSG00000236027,1320
ENSG00000237353,2885
ENSG00000198331,2389
ENSG00000110060,2010
ENSG00000109832,11036
ENSG00000283703,5111
ENSG00000064309,10777
ENSG00000165526,4081
ENSG00000197798,3534
ENSG00000182934,4148
ENSG00000110074,5657
ENSG00000150455,3591
ENSG00000110063,7879
ENSG00000110080,5962
ENSG00000149571,6595
ENSG00000134954,7149
ENSG00000151702,8026
ENSG00000151704,4637
ENSG00000120457,6237
ENSG00000174370,3750
ENSG00000120471,3445
ENSG00000134909,12841
ENSG00000043039,3752
ENSG00000151715,2998
ENSG00000170322,6335
ENSG00000170325,6626
ENSG00000084234,7463
ENSG00000149418,4116
ENSG00000196323,11032
ENSG00000134917,4141
ENSG00000166106,5673
ENSG00000120451,17308
ENSG00000182667,6956
ENSG00000183715,7583
ENSG00000166118,898
ENSG00000080854,17862
ENSG00000166086,5305
ENSG00000151503,10970
ENSG00000151502,6453
ENSG00000151500,2119
ENSG00000151498,7121
ENSG00000166105,8945
ENSG00000149328,7280
ENSG00000109956,11749
ENSG00000261456,2874
ENSG00000015171,5325
ENSG00000151240,8563
ENSG00000107929,11610
ENSG00000107937,6121
ENSG00000148377,1356
ENSG00000067064,4294
ENSG00000047056,6301
ENSG00000185736,10567
ENSG00000067057,7728
ENSG00000107959,12635
ENSG00000067082,6139
ENSG00000165568,2417
ENSG00000187134,8765
ENSG00000151632,6461
ENSG00000196139,3911
ENSG00000264006,2335
ENSG00000198610,1914
ENSG00000178473,1243
ENSG00000178462,1793
ENSG00000173848,4762
ENSG00000178372,874
ENSG00000178363,1811
ENSG00000196372,3003
ENSG00000108021,10960
ENSG00000057608,3918
ENSG00000134461,3060
ENSG00000134452,6676
ENSG00000134470,3633
ENSG00000134460,3962
ENSG00000134453,6372
ENSG00000170525,6114
ENSG00000065675,3295
ENSG00000198879,10083
ENSG00000123243,14628
ENSG00000151655,3331
ENSG00000151657,6856
ENSG00000165629,2308
ENSG00000165632,4875
ENSG00000107485,3396
ENSG00000048740,10978
ENSG00000148429,14202
ENSG00000134463,2185
ENSG00000148426,3663
ENSG00000151461,5881
ENSG00000181192,5295
ENSG00000065665,3916
ENSG00000165609,4964
ENSG00000151465,2298
ENSG00000183049,8697
ENSG00000151468,3699
ENSG00000123240,5138
ENSG00000065328,5456
ENSG00000165623,870
ENSG00000107537,3377
ENSG00000086475,3884
ENSG00000165626,10018
ENSG00000165630,1844
ENSG00000282246,2179
ENSG00000151474,14686
ENSG00000065809,7019
ENSG00000185267,1703
ENSG00000284024,4763
ENSG00000187522,2502
ENSG00000152455,3565
ENSG00000152457,9592
ENSG00000197889,1464
ENSG00000152463,2334
ENSG00000176244,3546
ENSG00000152464,1930
ENSG00000152465,6470
ENSG00000148468,4182
ENSG00000077943,7320
ENSG00000148481,4081
ENSG00000165983,4003
ENSG00000165985,2376
ENSG00000148484,4126
ENSG00000107611,13264
ENSG00000107614,15453
ENSG00000026025,5176
ENSG00000148488,7063
ENSG00000165996,3854
ENSG00000136738,4130
ENSG00000148483,5515
ENSG00000260314,5188
ENSG00000148482,2808
ENSG00000165995,11162
ENSG00000241058,3463
ENSG00000165997,7170
ENSG00000204740,7751
ENSG00000120594,12567
ENSG00000078114,17810
ENSG00000180592,6703
ENSG00000078403,9130
ENSG00000136770,2490
ENSG00000223601,1208
ENSG00000148444,2903
ENSG00000269897,1904
ENSG00000168283,4395
ENSG00000077327,3876
ENSG00000150867,5106
ENSG00000165309,6999
ENSG00000148450,1979
ENSG00000168267,1637
ENSG00000179133,6473
ENSG00000165312,3303
ENSG00000120549,10807
ENSG00000107863,11156
ENSG00000099256,2324
ENSG00000151023,4076
ENSG00000185875,3834
ENSG00000151025,7989
ENSG00000095777,8437
ENSG00000136750,5890
ENSG00000077420,3843
ENSG00000148459,1913
ENSG00000136754,4218
ENSG00000107890,13564
ENSG00000136758,7336
ENSG00000120539,4660
ENSG00000107897,11794
ENSG00000099246,6225
ENSG00000150051,4107
ENSG00000169126,6329
ENSG00000150054,6167
ENSG00000095787,12780
ENSG00000095739,2139
ENSG00000120563,1132
ENSG00000197321,12536
ENSG00000165757,9574
ENSG00000107951,8341
ENSG00000107968,3517
ENSG00000151033,818
ENSG00000183621,4267
ENSG00000148516,8650
ENSG00000165322,5944
ENSG00000170759,5866
ENSG00000120616,11286
ENSG00000216937,9573
ENSG00000150093,14561
ENSG00000099250,11522
ENSG00000148498,6513
ENSG00000108094,5269
ENSG00000095794,5699
ENSG00000108100,6108
ENSG00000177291,1649
ENSG00000177283,4050
ENSG00000148513,5078
ENSG00000256892,1535
ENSG00000198105,7291
ENSG00000175395,4257
ENSG00000189180,7547
ENSG00000075407,13190
ENSG00000283930,3955
ENSG00000196693,8309
ENSG00000165733,7759
ENSG00000165731,6874
ENSG00000169826,3765
ENSG00000198915,6219
ENSG00000150201,833
ENSG00000169813,3253
ENSG00000243660,5168
ENSG00000196793,2509
ENSG00000198298,2386
ENSG00000169740,1460
ENSG00000107562,6077
ENSG00000187783,3049
ENSG00000107551,9481
ENSG00000165507,2979
ENSG00000165512,2103
ENSG00000256574,2689
ENSG00000012779,3730
ENSG00000165406,7516
ENSG00000172671,6233
ENSG00000172661,5705
ENSG00000188234,3461
ENSG00000265354,1190
ENSG00000266412,3988
ENSG00000263639,926
ENSG00000274209,3100
ENSG00000264230,2860
ENSG00000204174,2033
ENSG00000204175,1968
ENSG00000204176,7160
ENSG00000204179,4506
ENSG00000266524,2677
ENSG00000263761,3309
ENSG00000265203,4290
ENSG00000265763,3516
ENSG00000265190,4955
ENSG00000189090,466
ENSG00000204172,2387
ENSG00000277758,6632
ENSG00000264717,1956
ENSG00000276430,352
ENSG00000170324,8617
ENSG00000107643,9674
ENSG00000128805,6776
ENSG00000128815,13678
ENSG00000165383,1617
ENSG00000165633,8655
ENSG00000172538,1414
ENSG00000204161,4123
ENSG00000177354,5439
ENSG00000165606,3078
ENSG00000225830,23104
ENSG00000070748,6588
ENSG00000187714,2411
ENSG00000178645,5804
ENSG00000197444,5726
ENSG00000227345,5158
ENSG00000204152,3040
ENSG00000178440,4505
ENSG00000204149,5616
ENSG00000099290,5162
ENSG00000188611,7276
ENSG00000198964,6423
ENSG00000204147,6481
ENSG00000148584,9603
ENSG00000185532,12931
ENSG00000177613,4110
ENSG00000107984,2221
ENSG00000165471,3617
ENSG00000150275,15386
ENSG00000249860,1687
ENSG00000122952,2377
ENSG00000151151,6093
ENSG00000122873,2753
ENSG00000072401,3480
ENSG00000108064,5282
ENSG00000122870,6835
ENSG00000165443,4040
ENSG00000148541,6752
ENSG00000165449,4197
ENSG00000227877,2951
ENSG00000108091,7261
ENSG00000151150,25759
ENSG00000170312,3931
ENSG00000072422,4779
ENSG00000196932,6839
ENSG00000183346,1821
ENSG00000150347,8760
ENSG00000182010,9793
ENSG00000138311,4960
ENSG00000285837,3379
ENSG00000181915,3760
ENSG00000122877,3689
ENSG00000148572,1901
ENSG00000171988,11162
ENSG00000165476,5215
ENSG00000183230,11157
ENSG00000198739,6341
ENSG00000108176,2139
ENSG00000096717,4564
ENSG00000148634,15800
ENSG00000138347,6864
ENSG00000179774,1519
ENSG00000108187,5172
ENSG00000096746,5375
ENSG00000204130,8137
ENSG00000138346,4925
ENSG00000122912,7865
ENSG00000138336,9612
ENSG00000060339,6059
ENSG00000165730,3914
ENSG00000107625,2683
ENSG00000165732,4973
ENSG00000198954,7344
ENSG00000122862,1217
ENSG00000122958,5116
ENSG00000156502,4281
ENSG00000156510,4223
ENSG00000156515,6293
ENSG00000075073,2922
ENSG00000099282,2651
ENSG00000122859,1560
ENSG00000171224,1350
ENSG00000197467,9871
ENSG00000099284,14988
ENSG00000042286,5135
ENSG00000156521,4621
ENSG00000079332,6914
ENSG00000180817,5166
ENSG00000148734,9249
ENSG00000172731,3625
ENSG00000148730,7491
ENSG00000156574,2086
ENSG00000107719,4610
ENSG00000180644,2518
ENSG00000138316,5566
ENSG00000166220,1717
ENSG00000166224,7510
ENSG00000166228,1395
ENSG00000107731,6841
ENSG00000198246,5438
ENSG00000107736,18592
ENSG00000214688,4891
ENSG00000107738,5153
ENSG00000197746,3189
ENSG00000122863,6934
ENSG00000107742,6411
ENSG00000138303,5916
ENSG00000166295,4324
ENSG00000168209,2118
ENSG00000148719,5568
ENSG00000107745,3852
ENSG00000156026,4533
ENSG00000138315,2365
ENSG00000138308,1564
ENSG00000122884,3093
ENSG00000166321,2521
